ID,spec,P0,P0C0,P0C0N,P0C1,P0C1N,P0C2,P0C2N,P0C3,P0C3N,P0C4,P0C4N,P0C5,P0C5N,P0C6,P0C6N,P0C7,P0C7N,P0C8,P0C8N,P0C9,P0C9N,P0C10,P0C10N,P0C11,P0C11N,P1,P1C0,P1C0N,P1C1,P1C1N,P1C2,P1C2N,P1C3,P1C3N,P1C4,P1C4N,P1C5,P1C5N,P1C6,P1C6N,P1C7,P1C7N,P1C8,P1C8N,P1C9,P1C9N,P1C10,P1C10N,P1C11,P1C11N,P2,P2C0,P2C0N,P2C1,P2C1N,P2C2,P2C2N,P2C3,P2C3N,P2C4,P2C4N,P2C5,P2C5N,P2C6,P2C6N,P2C7,P2C7N,P2C8,P2C8N,P2C9,P2C9N,P2C10,P2C10N,P2C11,P2C11N,P3,P3C0,P3C0N,P3C1,P3C1N,P3C2,P3C2N,P3C3,P3C3N,P3C4,P3C4N,P3C5,P3C5N,P3C6,P3C6N,P3C7,P3C7N,P3C8,P3C8N,P3C9,P3C9N,P3C10,P3C10N,P3C11,P3C11N,P4,P4C0,P4C0N,P4C1,P4C1N,P4C2,P4C2N,P4C3,P4C3N,P4C4,P4C4N,P4C5,P4C5N,P4C6,P4C6N,P4C7,P4C7N,P4C8,P4C8N,P4C9,P4C9N,P4C10,P4C10N,P4C11,P4C11N,P5,P5C0,P5C0N,P5C1,P5C1N,P5C2,P5C2N,P5C3,P5C3N,P5C4,P5C4N,P5C5,P5C5N,P5C6,P5C6N,P5C7,P5C7N,P5C8,P5C8N,P5C9,P5C9N,P5C10,P5C10N,P5C11,P5C11N,P6,P6C0,P6C0N,P6C1,P6C1N,P6C2,P6C2N,P6C3,P6C3N,P6C4,P6C4N,P6C5,P6C5N,P6C6,P6C6N,P6C7,P6C7N,P6C8,P6C8N,P6C9,P6C9N,P6C10,P6C10N,P6C11,P6C11N
338,INGO,1,83.0,0.7666666666666666,28.0,0.5,29.0,0.6166666666666667,30.0,0.5499999999999999,31.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,27.0,0.9,110.0,0.5666666666666668,101.0,0.43333333333333335,32.0,0.7333333333333334,15.0,0.5,105.0,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,163.0,0.65,56.0,0.9,101.0,0.5666666666666668,31.0,0.6666666666666666,183.0,0.5666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,79.0,0.65,14.0,0.75,90.0,0.5499999999999999,103.0,0.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.6333333333333333,91.0,0.5,71.0,0.5,76.0,0.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,18.0,0.7000000000000001,104.0,0.7999999999999999,20.0,0.6833333333333332,137.0,0.6833333333333332,138.0,0.7999999999999999,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,3.0,0.6666666666666666,4.0,0.5666666666666668,10.0,0.6166666666666667,49.0,0.6333333333333333,37.0,0.65,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1521,INGC,4,28.0,0.5499999999999999,29.0,0.45,30.0,0.2833333333333334,175.0,0.8833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29.0,0.7333333333333334,30.0,0.5,31.0,0.7666666666666666,32.0,0.65,15.0,0.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,110.0,0.75,101.0,0.3833333333333333,43.0,0.9666666666666667,105.0,0.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,170.0,0.5333333333333333,101.0,0.48333333333333334,183.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1538,INGO,4,28.0,0.31666666666666665,29.0,0.43333333333333335,30.0,0.13333333333333333,175.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,28.0,0.6666666666666666,29.0,0.8666666666666667,30.0,0.5,31.0,0.31666666666666665,32.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,110.0,0.75,101.0,0.2833333333333334,31.0,0.26666666666666666,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,101.0,0.10000000000000002,31.0,0.26666666666666666,43.0,0.26666666666666666,105.0,0.18333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
468,INGE,1,102.0,0.85,77.0,0.6833333333333332,18.0,0.6,3.0,0.5499999999999999,4.0,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,165.0,0.6166666666666667,94.0,0.5,187.0,0.5833333333333334,103.0,0.2833333333333334,9.0,0.7666666666666666,171.0,0.7166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,218.0,0.6333333333333333,95.0,0.7666666666666666,59.0,0.5,69.0,0.6833333333333332,103.0,0.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,249.0,0.75,166.0,0.7000000000000001,141.0,0.7000000000000001,68.0,0.5,33.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,255.0,0.5,106.0,0.5,157.0,0.6166666666666667,150.0,0.85,34.0,0.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,70.0,1.0,158.0,0.6666666666666666,139.0,0.8666666666666667,104.0,0.65,7.0,0.7999999999999999,47.0,0.9166666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,25.0,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
613,INGO,1,56.0,0.6833333333333332,2.0,0.7166666666666667,3.0,0.7333333333333334,26.0,0.75,8.0,0.5666666666666668,49.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,43.0,0.6333333333333333,18.0,0.65,9.0,0.7999999999999999,136.0,0.7333333333333334,137.0,0.6833333333333332,138.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,60.0,0.85,7.0,0.7999999999999999,85.0,0.7333333333333334,10.0,0.7166666666666667,11.0,0.7666666666666666,36.0,0.85,37.0,0.5666666666666668,0.0,0.0,0,0,0,0,0,0,0,0,4,103.0,0.8666666666666667,129.0,0.6833333333333332,131.0,0.5499999999999999,132.0,0.5,133.0,0.7833333333333333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,104.0,0.7666666666666666,68.0,0.7666666666666666,33.0,0.6833333333333332,57.0,0.6333333333333333,222.0,0.8666666666666667,21.0,0.5499999999999999,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,34.0,0.39999999999999997,47.0,0.9500000000000001,130.0,0.7166666666666667,142.0,0.7999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,17.0,1.0,34.0,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1669,INGI,6,30.0,0.26666666666666666,110.0,0.4166666666666667,31.0,0.20000000000000004,15.0,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,30.0,0.5,31.0,0.5,15.0,0.2833333333333334,105.0,0.2333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1597,INGE,4,28.0,0.16666666666666666,29.0,0.5,30.0,0.3333333333333333,175.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,28.0,0.5,30.0,0.3333333333333333,110.0,0.3,31.0,0.5,32.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,30.0,0.3833333333333333,110.0,0.45,43.0,0.6,15.0,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,30.0,0.5,110.0,0.6,15.0,0.5666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1207,INGC,2,13.0,0.9666666666666667,28.0,0.5,29.0,0.6666666666666666,30.0,0.4666666666666666,175.0,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,235.0,0.8166666666666668,30.0,0.5833333333333334,110.0,0.7166666666666667,31.0,0.9500000000000001,32.0,0.6833333333333332,15.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,101.0,0.4666666666666666,15.0,0.5,105.0,0.6,19.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,101.0,0.7166666666666667,183.0,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,259.0,0.9833333333333334,170.0,0.7999999999999999,79.0,0.3833333333333333,14.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,264.0,0.8833333333333333,113.0,0.6,88.0,0.7166666666666667,79.0,0.2833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
661,INGE,1,65.0,0.6833333333333332,66.0,0.5499999999999999,30.0,0.5499999999999999,110.0,0.5666666666666668,31.0,0.5833333333333334,15.0,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,73.0,0.6,101.0,0.5,32.0,0.5166666666666666,15.0,0.5833333333333334,105.0,0.48333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,56.0,0.85,78.0,0.65,79.0,0.4166666666666667,43.0,0.5833333333333334,14.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,14.0,0.5833333333333334,90.0,0.5,91.0,0.4666666666666666,19.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.5,91.0,0.65,105.0,0.6,71.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,102.0,0.75,127.0,0.5833333333333334,1.0,0.39999999999999997,18.0,0.5166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,1.0,0.6166666666666667,3.0,0.5,68.0,0.6666666666666666,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
257,INGE,1,23.0,0.5833333333333334,24.0,0.39999999999999997,69.0,0.48333333333333334,70.0,0.2333333333333333,68.0,0.5,7.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,166.0,0.7333333333333334,70.0,0.7833333333333333,6.0,0.5833333333333334,33.0,0.5499999999999999,9.0,0.6833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,218.0,0.5833333333333334,22.0,0.3666666666666667,69.0,0.5833333333333334,219.0,0.4166666666666667,34.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,249.0,0.85,18.0,0.5,47.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,255.0,0.5666666666666668,25.0,0.7000000000000001,17.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
775,INGI,1,65.0,0.5833333333333334,28.0,0.7000000000000001,30.0,0.6666666666666666,31.0,0.6,32.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,189.0,0.6166666666666667,110.0,0.5833333333333334,101.0,0.4166666666666667,43.0,0.5166666666666666,15.0,0.3333333333333333,105.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,117.0,0.5499999999999999,197.0,0.7666666666666666,56.0,0.9333333333333332,101.0,0.5499999999999999,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,78.0,0.4666666666666666,79.0,0.4666666666666666,14.0,0.48333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,78.0,0.3333333333333333,79.0,0.5333333333333333,183.0,0.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,78.0,0.5833333333333334,14.0,0.5,68.0,0.39999999999999997,19.0,0.6333333333333333,253.0,0.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1157,INGE,2,13.0,0.9,28.0,0.5,29.0,0.7333333333333334,30.0,0.5499999999999999,175.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,233.0,0.6333333333333333,110.0,0.6666666666666666,101.0,0.35000000000000003,31.0,0.5333333333333333,32.0,0.7000000000000001,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,78.0,0.5,79.0,0.43333333333333335,14.0,0.39999999999999997,105.0,0.6833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,79.0,0.5166666666666666,90.0,0.31666666666666665,91.0,0.25,71.0,0.5,183.0,0.5833333333333334,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,43.0,0.5,90.0,0.5333333333333333,2.0,0.5,91.0,0.5,104.0,0.45,261.0,0.6166666666666667,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,102.0,0.6166666666666667,1.0,0.4666666666666666,95.0,0.3666666666666667,104.0,0.5499999999999999,4.0,0.35000000000000003,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
1492,INGC,4,28.0,0.5,29.0,0.5666666666666668,30.0,0.5,175.0,0.7166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,110.0,0.6333333333333333,101.0,0.35000000000000003,31.0,0.6666666666666666,32.0,0.75,15.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,101.0,0.6666666666666666,43.0,0.6166666666666667,15.0,0.6666666666666666,105.0,0.6833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,78.0,0.5499999999999999,79.0,0.6833333333333332,14.0,0.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
